feature,importance
y8_trans,0.04626922030138899
y4_trans,0.04609637613068677
x4_trans,0.044900231132467695
y20_trans,0.04333126517091774
x20_trans,0.04092082680478712
y12_trans,0.03903671703119449
x18_trans,0.03834749623637293
x19_trans,0.03687509441380835
x17_trans,0.03391917832416223
y10_trans,0.0326642372984471
y11_trans,0.03152301174406089
y16_trans,0.030773014267132148
y14_trans,0.030746488200972397
y6_trans,0.02851641825270627
x13_trans,0.028145719644452758
y15_trans,0.02707964828746936
y7_trans,0.02421893715791597
x0_trans,0.02395000106857037
y17_trans,0.02348150871699799
y5_trans,0.02326545355464014
y0_trans,0.02244736761748025
y1_trans,0.02099395630900782
x9_trans,0.020695176694467257
y3_trans,0.02021275891744534
x5_trans,0.019615265839775634
x16_trans,0.017695216395418153
y2_trans,0.017662064552927757
x3_trans,0.016869838564470333
x8_trans,0.01653860246807016
x15_trans,0.016503613458856033
x12_trans,0.016439871960134647
y19_trans,0.01632208553934094
x14_trans,0.013473218757057112
x7_trans,0.011705329821005231
y18_trans,0.011609740396928591
y9_trans,0.01136963281387874
y13_trans,0.011285376954538047
x11_trans,0.01110863074082906
x10_trans,0.009609388397496468
x6_trans,0.009226979124010708
x1_trans,0.007710428501882567
x2_trans,0.0068446124358273325
