mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5501155376434326,0.017945794227647523,0.7568257331848145,0.5355545717373901,,sqrt,1,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.9389830508474576,0.9285714285714286,0.9421768707482994,0.9319727891156463,0.9251700680272109,0.9333748414620084,0.006344833573285441,11
2.0378231525421144,0.1095897028513794,2.264414405822754,0.3568922414738222,,sqrt,1,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 300}",0.9423728813559322,0.9285714285714286,0.9489795918367347,0.9319727891156463,0.9421768707482994,0.9388147123256083,0.007470290849264244,1
4.574539422988892,0.0930963632574875,0.8742076396942139,0.38397038738838735,,sqrt,1,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 500}",0.9423728813559322,0.9251700680272109,0.9489795918367347,0.9319727891156463,0.9421768707482994,0.9381344402167647,0.008461250878136158,3
1.9071020603179931,0.4058515624813281,1.154970359802246,0.6058218797911191,,sqrt,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 100}",0.9355932203389831,0.9217687074829932,0.935374149659864,0.9251700680272109,0.935374149659864,0.9306560590337831,0.005966195353437677,17
2.585112428665161,0.5797813021920557,0.9022735595703125,0.46187519100367724,,sqrt,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",0.9355932203389831,0.9217687074829932,0.935374149659864,0.9285714285714286,0.9285714285714286,0.9299757869249395,0.005138063372820608,22
3.814175844192505,0.8693977503110157,1.709176206588745,0.22782262392548613,,sqrt,2,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",0.9389830508474576,0.9217687074829932,0.9421768707482994,0.9251700680272109,0.9285714285714286,0.931334025135478,0.007914499404601597,13
1.102707815170288,0.1560256274070114,1.0930150032043457,0.5777311243550062,,sqrt,4,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 100}",0.9152542372881356,0.9081632653061225,0.9251700680272109,0.9217687074829932,0.9149659863945578,0.917064452899804,0.005911727168761813,41
3.536575269699097,0.5686235219229818,1.0963061332702637,0.2828616066413562,,sqrt,4,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 300}",0.9220338983050848,0.9115646258503401,0.9319727891156463,0.9217687074829932,0.9217687074829932,0.9218217456474115,0.006454499591283477,32
4.472563695907593,0.4013185416614888,0.8302495956420899,0.21486361575956264,,sqrt,4,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 500}",0.9186440677966101,0.9081632653061225,0.9319727891156463,0.9183673469387755,0.9047619047619048,0.9163818747838117,0.009536304018483002,43
1.6216460704803466,0.3988950273875542,0.523740291595459,0.14689978935107453,,log2,1,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 100}",0.9288135593220339,0.9251700680272109,0.9455782312925171,0.935374149659864,0.9387755102040817,0.9347423037011415,0.007223032832356727,7
