,x0_trans,y0_trans,x1_trans,y1_trans,x2_trans,y2_trans,x3_trans,y3_trans,x4_trans,y4_trans,x5_trans,y5_trans,x6_trans,y6_trans,x7_trans,y7_trans,x8_trans,y8_trans,x9_trans,y9_trans,x10_trans,y10_trans,x11_trans,y11_trans,x12_trans,y12_trans,x13_trans,y13_trans,x14_trans,y14_trans,x15_trans,y15_trans,x16_trans,y16_trans,x17_trans,y17_trans,x18_trans,y18_trans,x19_trans,y19_trans,x20_trans,y20_trans
call,4.235143991652218,2.4897829024834475,-6.1029995783635185,5.663452785064371,-1.9027651130160117,-1.3084468238129996,8.923752860634343,4.006554030244912,-3.830780686564673,-9.877211263289427,-1.222859578137635,-1.2474337585955046,2.1415814617745244,3.796717878476362,0.17708632546976127,0.732391588936468,-0.974578011122961,-1.5782907063838163,0.5176401570488682,-2.4799171178981503,1.3963651275970783,6.53027578863707,-1.4136106416554617,0.7267931903151333,1.2340080255575552,0.10112312090663404,1.950511971324091,-6.300471752722237,-3.693789594809118,-2.5327456475988654,-3.4243790407970067,1.2487907222434174,3.155939856558179,-0.9563547950923615,0.018224613570733676,-0.884390632707602,-1.2330627074749225,-0.6293615465553561,0.5406755178652928,-0.42031703539185683,1.2607188679621284,3.199306964969954
dislike,-0.32894859814169713,-2.940464233407715,-0.8250695733715756,-0.15070454055446122,1.5565298939943064,11.03610155083285,0.8099232254742865,-5.06291003446711,-1.6415473533685245,3.8433439727264305,1.6166137797940612,-9.13016396499108,2.773222828820249,0.9092725533975778,-4.468153776501413,0.28208203571940316,1.8576603666189537,0.1361899897919039,-1.9926316767521963,4.087982987118118,-1.8058159271641683,1.4602831212266871,0.7055786292128258,-0.9219068227731986,0.7443920828438485,-2.245638254433588,-0.5421795454544464,7.149077007043044,1.5232066334597005,2.246138450522532,-0.2116037871371512,6.586291012092369,-3.448183274383156,-1.8515328334533874,1.5259138653506996,-4.7996766347133,-2.4481179111430413,-9.78279439612013,3.867190345120113,-1.9872499809221418,0.09644857411654673,2.6599865468473154
fist,4.111434343785854,4.693096212407627,-10.414366863209313,-6.490394538710909,2.9932719494841615,4.663487995567822,3.786264863275613,-1.1087207989348002,-2.545986013069213,-2.9961513871474543,4.197282250941287,2.837779455730746,-0.5841906203710466,-0.2677628005048973,1.7505657093241986,1.1990293980900717,-0.9633554738464496,2.2233876890320095,1.2725060323395914,-1.1252892972406219,-7.702748274686472,-8.164364644904053,-1.2495483841238935,10.05902985518307,1.7479752777929793,-1.7636337359354053,-0.915724422663266,-0.22125449252762758,2.6519997447677137,-1.0785839969293414,2.0045544589170063,8.605227597428714,2.057558362520315,-8.26991312999541,-1.454819474763982,3.107751581859474,2.8719347621484608,-6.4585849656209655,-1.7786540543431668,2.943905745457485,-1.3109319245881224,-1.0660097966966673
four,-0.15236193527269726,-0.945857402642736,0.5560270648614943,10.549183859045012,0.5300889116125882,-2.784318665825272,1.0594627678258468,-21.91408141709096,-0.9713314955422427,14.09319398346427,-0.6452604143259577,15.713338176456825,-1.0208596071482101,9.111098707407805,0.5471209160758304,3.852729857641712,0.03802929451517317,-3.5584986534048575,-2.439034803132731,-17.113399351462373,3.0638341210426243,-10.60183987890369,1.406779096154216,-3.427925346377393,-1.0522378344003287,2.912013139035154,1.797955201709904,-6.712555981212781,-3.55410292402386,5.0575224159202214,-1.0904481296587067,-2.5334408279929144,2.1170717856677976,-1.6357353059607245,0.8282061063334109,2.4750984330074823,1.7649006307222952,10.15212752616482,0.30053614390918676,1.2566293284528196,-2.199273198706096,-0.9651787898618184
grabbing,-2.347197398430403,-1.1788114746594818,4.9367279242824464,4.781202117822078,-2.2367426229490235,-2.611980334853554,0.05364638017125955,1.258393422884119,0.5436855983774326,3.4048092716323364,-0.2650554206730666,-7.316221820103476,-4.657837102692577,8.982357349463854,0.8715218298638081,-7.060200509380889,1.5304739799915388,5.032694787474258,-0.09839416981059783,3.102392879726861,3.7725324440608143,0.23420530864214253,1.0399439287754044,-10.279970256505099,-1.7925104615673222,7.249873790369645,0.23423607182605022,-1.647379833635153,2.989111735475739,-1.194938480359312,-1.1478068490182458,-6.455473138070218,0.1860467520371224,0.14146245679217487,2.953808650450895,-5.431014724650185,-4.5006037333416,9.017147680337679,-4.2583871619698295,3.6811271611757936,3.5811479865607407,1.2794324701565754
grip,2.266839815232517,4.182315223448334,-2.3739138981925167,-0.38641847894099046,-1.0478575612221472,-5.9537901378237486,2.4449554074473836,11.45701052114338,-0.5401335932562131,-6.562331693108089,1.6351629310648381,-5.480198161393037,0.2567730189561392,1.88830766433542,-1.6864194834503008,-4.4566560515843126,1.148693298975568,5.9919569851002334,0.9956857407859206,2.3235092852340364,-1.9616188402193653,4.648886522469747,-1.4685337518357533,-2.4612001210117476,0.30024692910776574,7.798095998461409,-1.877789962117587,3.117255625994412,2.369967814693832,-4.110373762660582,2.054758256987861,-8.789720222022183,-0.5415636806896291,2.2561087691484483,-2.74148537857798,2.642913876329805,1.3685070575986902,-2.300082561123774,-0.11234855508780009,-7.372644602035761,0.017336066455794826,5.812561312680585
hand_heart,3.0929479193962495,-3.623866111087151,-2.136619596510874,0.44193616454467977,-1.1929853245934283,-4.250775610394896,-0.5417648273036185,2.0448933198441592,-0.032010780297094296,10.665965212914294,1.0349293145242875,-4.384039863419522,1.6890357437005175,-8.288769994208135,-0.26298213120599295,1.8125199406263066,1.0221582776196954,6.760145800582702,-1.0415821070643945,2.4333993775877065,-0.07758609881653525,-1.2799332337390092,0.9858638080388161,-0.30538577975157516,-0.34840127894922734,-10.007977288000903,-0.8478495931061972,5.156829454261601,-2.2448085523015795,1.2972204684040338,0.8372982928247497,1.5081735774060219,0.9487765877026275,-3.148992349496146,1.2599954871248356,2.4839046928389084,-0.3482593216892898,2.0490813423497687,-0.014362787744365791,-2.4532769000253336,-0.7633925922903405,-5.9997809463074745
hand_heart2,-5.20876257054091,-0.9351190712767383,3.740884953602137,-3.0228758171780643,2.0278686526158474,-2.0972809464711863,-0.9369693300441194,2.1099547536353276,-1.1114280654731374,9.232245909425815,2.1506981579399795,2.7828973478979773,-2.387908801866135,-3.768872307827299,-1.4123757898887173,-2.521382286322492,0.7500690463899053,-1.0810648045938078,2.0130361439394115,1.0163779976544491,0.2774756826882265,-8.533150044442559,0.835719919258021,-3.0786871818538515,-0.1806250474254089,2.792641991270462,0.5002172106456113,-0.05422436110015787,-0.2661458079571251,-7.011280227767061,0.37516172980397405,-2.6508572141688456,-1.3842881553430366,2.5692960933954168,-0.8623668393588589,-0.07072024201645548,0.17903412306210992,-3.705302994372786,0.7445867121194816,-0.8940087336001438,-0.08468911727809823,3.556710322819326
holy,-4.187322580490155,0.6267274437769107,6.869761294735347,-13.157845877772495,-5.464013080292377,-1.0706921804034142,-0.6154663992692545,0.34566090787701687,0.025927656869226292,-0.6939872732163741,-1.0241293898910504,5.04239115283554,3.5153617018405203,4.440396597668597,-1.6529093292241963,4.9419211334798945,-5.209806507174845,-6.2147839498767965,1.3391435906805598,0.8886419814043218,0.5247868790932001,-0.6405740676423572,-0.6268713233210004,-0.6350721373735145,1.3541228385029356,-8.166603798787914,-4.747779925215251,0.3458472139428846,2.1916715678715026,-0.045249535020182835,-1.8698872074406219,-5.088965671654055,1.7367369051109602,-8.462609730918363,-0.7140169049643847,4.9094698055558545,-0.0032347817693211102,5.6439553563354,-1.0772673750979445,2.740957812240402,1.226569620373823,-2.453183254237741
like,0.08959877908448807,-4.501893918875328,-3.90741930172492,7.190708156824698,2.4221673453184263,-2.7132921444686793,-0.2720274537702215,-0.5313093981660558,0.5274488052551547,-7.86263695736541,-1.379825723912889,7.327540785998121,-0.1308598647886528,0.973652053877919,1.740346462549096,4.550011903750875,-2.3579011547626147,-5.6630885140981855,5.680977279260169,-4.309953230148928,-4.429615678810202,0.3910008286163906,3.6283403323884835,5.769973238727059,-1.5057784530590759,-0.8360396160464397,-6.103008153175904,-5.107780273757399,-0.7645328680541013,-6.441624730518828,1.2930773459021192,-2.7290919960179796,1.6566435138464901,7.789815479513241,4.379744832813862,2.1934554676084566,-2.2889557839282686,11.247699855727175,1.0487393991419038,-3.754927566929863,-0.7806025084770906,-2.4317057985966355
little_finger,-3.667012101273787,-2.258941701270972,5.108679678618527,-2.1218844122243268,-0.554326590484224,3.4037549839235854,-3.7800794614103315,2.7075723121994524,1.7438940025628713,0.19041044177305624,0.6952079476733665,-2.1618664740380096,-0.8819833252039154,-3.2305970223295977,5.058962938645366,-1.3216196445690087,-5.549734082846968,6.012607872615585,0.7371964357429608,-1.696041710426794,-3.1838438460519463,-3.5430294174315518,5.18373944465529,2.948910028958827,-5.396826923006051,-2.111240716413361,-1.9954209671180727,3.198396888158885,-2.2426302605386756,-1.6011686236483196,4.653478306477898,5.771789096799378,2.3686878309301806,9.027504697416193,-2.967897200456251,3.396339987518185,2.5576872514641815,7.54303717264251,4.229101587216915,-6.335116591077093,-4.473747269572441,-14.138395003277623
middle_finger,1.99306520503786,-5.222807158202663,-0.04543082769149927,1.8984520308487147,-4.104077537151363,3.9303810295641126,2.5019467313104173,-8.487594191505442,0.5153876730675823,3.873834563794952,1.911865056747289,3.2557724256290617,-0.9285572426280871,-12.011841163980131,2.541515991409172,4.719469088248454,-0.6752048721984141,6.187498314945438,-0.03880062085719897,3.8693704368567707,0.035793711741450386,0.2082106689759381,-1.3865078926366554,-4.115301813873122,1.1224519740329988,-6.880636829370074,-2.518921541748409,5.9241548799732415,2.143025498178184,9.583955392209065,-1.3646590321193472,5.310820798587074,0.3842295430233638,2.970046742679945,1.4546673397261192,-4.808011108395116,-0.6016579246959831,-5.5865008669681,-3.5013848304640627,0.6078158230940589,2.672486543114856,-4.028404035704643
mute,-2.6894089303402686,6.262027976310683,3.7903014894876375,-7.200800571429837,-0.1169712965317305,-5.02252334061498,-2.6918462545611055,17.4380302894419,0.778748592454939,-12.081799403476012,-2.756085396484317,-0.7239717462305844,0.5529890456380518,6.601362808062623,1.4768477900599621,-0.24838788238320345,0.2565208555054615,-8.01013506422228,5.580846294730493,-5.7282842391798825,-5.684257942678198,1.2613614019784325,-3.8030359983805746,3.4368824621623273,-1.6674865842141504,1.3126102346218225,-7.306128370795404,3.7875738581128306,7.456172794265993,-7.389271314565727,3.705038977930139,2.6984777789755046,-0.8674229539342909,1.565104385605577,1.2825774265588674,-7.344109034459606,1.9916984641363107,4.64155649482896,-3.062980780065951,1.7908507723176488,-0.37367083976814414,3.511811643839677
