,x0_trans,y0_trans,x1_trans,y1_trans,x2_trans,y2_trans,x3_trans,y3_trans,x4_trans,y4_trans,x5_trans,y5_trans,x6_trans,y6_trans,x7_trans,y7_trans,x8_trans,y8_trans,x9_trans,y9_trans,x10_trans,y10_trans,x11_trans,y11_trans,x12_trans,y12_trans,x13_trans,y13_trans,x14_trans,y14_trans,x15_trans,y15_trans,x16_trans,y16_trans,x17_trans,y17_trans,x18_trans,y18_trans,x19_trans,y19_trans,x20_trans,y20_trans
0,0.771876079760046,2.167162570819045,-0.5242353383814441,2.550457288814935,-1.418127641545922,1.6866308491107787,1.0012079031803567,-1.6201505674414758,7.176355264513669,-5.2178687788911144,1.139384790130862,0.6919788136605524,-3.160897216708935,-1.7841964521361653,-2.6495472232860893,3.464382326737091,-1.597715821840452,-1.5278243107726497,3.0290787699059707,-0.31320936320543197,2.774292693224211,0.20666624911392942,1.7128983709522962,4.1346988951396355,-0.286537659091726,-4.164184314134768,3.695806666195374,-1.6756010378149089,3.106566021676231,-1.8406315864518046,0.9866131375498064,1.3874771000989532,-2.6133762174893502,-3.0221387984193533,1.744813800156948,-3.0410081282491053,1.141847212609782,-2.598553915166823,-0.10380758480952612,2.02540367314743,-3.612403678047017,1.9644570422640282
1,-1.697902741263247,2.1702924139287036,-0.1486499437969303,2.3420632359757345,-0.6430225374400577,2.0336007594554064,0.33409737053694033,1.293286412915771,1.9825945240371197,0.5746918286138882,-0.7075074732692488,2.4454377475093083,-1.2478493050490032,1.1136250030347081,-1.2801767771189347,-1.0029312935334107,-1.0992332565560565,-2.773292442533185,-0.7994117272449622,2.478762037756372,-0.746973510883753,1.5734789697925926,-1.3566450327310637,-0.7056583464321137,-1.60027065048068,-2.4622008940557945,-0.5706053475891061,1.7821512211001167,0.02986548605719157,0.6183236616876419,-0.6057775929730873,-1.4588052005625456,-0.8213970122126317,-3.1185238173716714,-0.18515734223281477,0.8894882378885326,0.005293898059567374,-0.2804751416617908,-0.4760822121831314,-2.225734537932809,-0.4224799484282827,-3.773809133364776
10,0.26689260827454825,0.4880892617700749,0.901858370166221,-0.7745108736587721,-1.277371655733974,-1.772359245651186,0.15832275027347073,-2.6780787459594992,2.991403999978231,-3.999824400507753,-1.0344504757466488,1.3563606433200384,1.0534904560995988,2.3525706614044712,2.2906808838468504,2.6099577336868203,3.5441440689621677,2.009017245144149,-0.6037393798753026,0.835418987838874,-2.081039748400832,0.5103938491969271,-3.110976189434793,-1.6327324478218581,-3.093133153733462,-3.3084976816894933,-0.41782737797700337,0.28872389357379197,-0.12250809607516201,0.5332620606820797,-0.38353176669580846,2.9341433170771203,-0.2738650124185348,4.307715389541539,-0.4176884184508469,0.04365562005934907,-0.5054573593306873,0.1758741690000027,-0.6312205447670916,1.0667094138496025,-0.3509176388711509,1.5020249816722098
11,-0.19801481515488464,-0.7230991257650904,-1.2851023885761104,-0.34080109392695956,-0.6018363682291199,-0.20787368429989642,3.15654454965922,0.8701249343893332,6.1089027572091466,1.5567802220042886,-1.1049619493485916,0.08036425415650558,-0.20573622372206563,-0.3754115516182063,0.4084511308842138,-1.2938212227206045,0.8534520699567858,-1.6537846645747638,-0.6344144605935998,-0.15459313320758805,0.3603030195613203,0.39628316146253373,-0.17860353495395132,1.3793037329545152,-0.39824919233022266,2.021840515040457,-0.40017006393737126,-0.41423700051971485,0.4115087892046605,0.3037688144017126,0.008478697535749143,0.9588726301149008,0.005615184868572444,1.4229621332767548,-0.27266185347843647,-0.6092567524777233,0.0705276583320239,-0.2032778619160969,0.07754482154906797,0.39030729634612943,0.29341870608029846,0.7262771729584123
12,1.7614400802632872,0.34074793237479944,1.7152346047636169,0.08189819395123003,-1.5812022602675353,-0.6162068246456882,-3.7632244315360714,1.159721470533577,-2.582808387780283,0.4479448619047333,0.4851253883660715,-1.7571487214279846,0.48506122429160475,-0.5325019851659183,0.9129877135932367,0.09212958464581116,1.065146817658182,4.821217879347377,-0.029853509185108092,-1.894497113324585,3.4097864784460263,-0.46015848141797455,2.604763201327158,0.9118551968974529,1.5478815879134504,5.764662537604784,-0.8016019490434155,-1.3019977910579992,-0.6749415969757796,-8.112605027227811,-0.3486634697239173,-8.673282228846173,-0.26656679986775716,-4.591423071623467,-0.6576921068955378,0.6262689961604495,0.4990648447685221,0.23018911110911675,1.3810395461189622,0.9610149583776109,1.569175741688525,3.4529315391746076
13,1.93272048756027,-0.79298311039234,2.819727899584377,-1.7752285127950767,1.1905894579988832,-2.1903189486425596,-3.079914549433491,-0.9576935896417118,-4.54489307462208,0.26495555434827156,0.3220609511143886,-0.5122285649382432,1.1172415363987562,0.6793291316678379,0.6284172700372724,1.7510322350984089,-0.4606307267183662,3.933785166495608,-0.19438499999670908,-0.528166003657759,-1.0747140611918213,-5.340853246676222,-0.4489218269403001,-6.457411178848441,-0.260551357606048,-3.0604172247502337,-1.097533587745801,-0.6243877241330654,1.4356327186789526,0.9889867379230529,2.690470876538283,3.0108228512724677,2.5259776865385364,4.621476026877677,-1.2630576544218424,-0.721080252610539,1.0812996178947023,-1.2916161720346824,2.1051891147891375,-0.30664937367072415,1.678195435923025,0.6284886875238036
14,-3.6173567630668706,3.3079893217417027,-0.5862831304212522,1.4942667614685845,0.37162017147539017,0.5966868878045293,0.9963479361163453,-0.8591821379343941,-0.4618568274650316,-2.2119616880735484,-1.12869883373222,0.7740924098146597,-0.9653233181149935,-0.4828227932947967,0.5586938298569538,0.534478150659693,1.4099122688216772,2.1700411361284973,-2.4135281518115175,0.5254898275002359,-1.0094912276980872,-1.7686317707029502,0.12217390675784114,-1.0787755510838342,0.18599164530721385,0.4394173192174621,-3.9849371510624207,0.008749118390018415,-1.2540008103671876,-1.199822096348602,0.5848727045078922,-0.6384084106433318,1.5490891926058639,0.4120496611045904,-4.3505534946726385,-0.0708343867290701,-0.5561416609351062,-0.027018348437561346,1.5747365117651695,-0.24138225992027723,3.556728243489436,-0.2558777072562638
15,-1.7685187695892328,-1.3777856641951889,-1.5022528862942175,-1.0197572714925986,-0.6437705352726505,-0.936669982700611,0.3124736970872704,-1.3620058778962558,1.031052525857763,-2.1580856972860687,-0.4227441477113654,-1.2881433789163201,0.12835320098983294,-0.5028903824345008,0.9993366204504239,-0.7691026333055055,1.7680231674570326,-0.4778302661250303,-1.1954346187681488,-1.3641259572220363,0.7397484324709983,1.1835094106548456,1.4759320062966839,1.9729294682355307,1.9310368603685668,2.3964725833942633,-1.6435886440397587,-0.9283881206778328,1.3073130301738058,1.189327403216556,0.5244187437247103,0.489431595592167,-0.3668936551472688,-0.1830339113807605,-1.3714320158907982,-0.29480257138560195,1.2230790722694078,1.161655728662692,0.3526734957117141,0.6322175489450729,-0.9354231552477255,-0.06480205580491427
16,1.0493765368898718,-1.5553308734149147,0.430569950953388,-1.3886183938838266,0.3364612116595949,-0.8964312374431632,0.29445191273778143,0.12250135275766418,0.05690926694367101,1.2681038092955588,-0.6454991975961589,-1.8248663873430544,-0.021531109601733635,0.12424376404392347,0.3551249851114556,2.0229228236796852,0.45147146540331384,3.207672370169944,-0.8637533919359189,-1.9736430486567016,-0.010060462266070094,0.8533526410391209,0.2199941674139403,1.9276659586157114,0.20277779728178774,2.321050043073369,-0.32247336819706807,-1.7693063177843158,0.38932083658545313,0.6790437057829157,0.6104202945608644,1.0374834117586804,0.5703549849344453,1.235023788070212,0.6111918016447444,-1.4246851781009229,0.7327563566692744,-0.03999316709960089,0.9310587106527213,-0.08917656634168569,1.005540742072014,-0.23689437896773302
17,0.3001615625833188,2.2577356523689525,-2.152650356997738,2.743002249781677,-3.2954355569680347,2.5485423189947234,-0.6101462288611765,0.20458294801214852,0.6460670299080342,-4.60360177827514,1.1837932681923047,2.346206207545049,-2.610227488169835,2.61291931619533,-5.1389010543257525,1.2692071645462413,-6.498468793858819,-1.0444797354308044,2.9579727284703576,1.0570365190918078,2.8639025994592044,0.3402963843250471,1.7981262332951387,-0.9604205078001107,1.6162725422881483,-2.522031907527989,2.7733571841662745,0.0983462410828068,-1.15167338644028,-2.5907454880083707,-2.5363041766609467,1.083600032014486,-1.6051361146667116,2.535659077492103,1.627244633417839,-0.11896933755677112,-1.158102888813464,-0.7071841353519743,-1.8446898861388314,0.9153020923112329,-1.1335522890097611,0.9593666179651953
